epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
126,194.723,0.68626,0.67634,0.94971,0.76521,0.68863,0.82108,0.68106,0.7194,1.26992,1.03769,0.0048116,0.0048116,0.0048116
127,196.093,0.73667,0.63228,0.96703,0.76521,0.68863,0.82108,0.68106,0.7194,1.26992,1.03769,0.00480862,0.00480862,0.00480862
128,197.445,0.62409,0.61119,0.92205,0.82283,0.71552,0.84847,0.70652,0.69512,1.01519,1.04055,0.00480561,0.00480561,0.00480561
129,199.002,0.65636,0.67582,0.94485,0.82283,0.71552,0.84847,0.70652,0.69512,1.01519,1.04055,0.00480257,0.00480257,0.00480257
130,200.589,0.65106,0.64302,0.94961,0.80134,0.71003,0.82119,0.67828,0.71145,1.11168,1.0539,0.00479952,0.00479952,0.00479952
131,201.966,0.69976,0.75004,0.96229,0.80134,0.71003,0.82119,0.67828,0.71145,1.11168,1.0539,0.00479644,0.00479644,0.00479644
132,203.33,0.69475,0.62689,0.95165,0.7044,0.70947,0.78568,0.64984,0.74382,1.40676,1.04704,0.00479334,0.00479334,0.00479334
133,204.66,0.63243,0.67024,0.96737,0.7044,0.70947,0.78568,0.64984,0.74382,1.40676,1.04704,0.00479022,0.00479022,0.00479022
134,206.017,0.70054,0.78255,1.00817,0.81302,0.6854,0.85165,0.69897,0.76783,1.25452,1.06684,0.00478708,0.00478708,0.00478708
135,207.359,0.78978,0.74682,1.0158,0.81302,0.6854,0.85165,0.69897,0.76783,1.25452,1.06684,0.00478391,0.00478391,0.00478391
136,208.712,0.75957,0.69586,0.99923,0.82802,0.66191,0.85547,0.71255,0.7236,1.12043,1.05662,0.00478072,0.00478072,0.00478072
137,210.192,0.63985,0.63183,0.95116,0.82802,0.66191,0.85547,0.71255,0.7236,1.12043,1.05662,0.00477751,0.00477751,0.00477751
138,211.784,0.66752,0.70689,0.9991,0.77037,0.74329,0.85896,0.70622,0.7431,1.10393,1.07285,0.00477428,0.00477428,0.00477428
139,213.204,0.65107,0.65298,0.92804,0.77037,0.74329,0.85896,0.70622,0.7431,1.10393,1.07285,0.00477102,0.00477102,0.00477102
140,214.901,0.62558,0.63811,0.95701,0.76989,0.78504,0.85325,0.70142,0.70922,1.00211,1.05875,0.00476775,0.00476775,0.00476775
141,216.201,0.58292,0.5951,0.90599,0.76989,0.78504,0.85325,0.70142,0.70922,1.00211,1.05875,0.00476445,0.00476445,0.00476445
142,217.616,0.62912,0.61522,0.96831,0.70808,0.7672,0.79636,0.6706,0.69738,1.03944,1.03888,0.00476113,0.00476113,0.00476113
143,218.968,0.67421,0.81625,1.03143,0.70808,0.7672,0.79636,0.6706,0.69738,1.03944,1.03888,0.00475778,0.00475778,0.00475778
144,220.37,0.6475,0.71553,0.93273,0.77899,0.74467,0.79397,0.66218,0.71339,1.07276,1.04844,0.00475442,0.00475442,0.00475442
145,221.708,0.6541,0.70825,0.9234,0.77899,0.74467,0.79397,0.66218,0.71339,1.07276,1.04844,0.00475103,0.00475103,0.00475103
146,223.05,0.64494,0.66679,0.92539,0.74908,0.74385,0.80319,0.65544,0.73584,1.17052,1.07887,0.00474762,0.00474762,0.00474762
147,224.45,0.61668,0.58863,0.9069,0.74908,0.74385,0.80319,0.65544,0.73584,1.17052,1.07887,0.00474419,0.00474419,0.00474419
148,225.822,0.67171,0.66458,0.98828,0.76598,0.69462,0.79374,0.64215,0.72346,1.29429,1.05056,0.00474073,0.00474073,0.00474073
149,227.155,0.61264,0.62088,0.90714,0.76598,0.69462,0.79374,0.64215,0.72346,1.29429,1.05056,0.00473726,0.00473726,0.00473726
150,228.516,0.64575,0.63415,0.91245,0.75636,0.72495,0.79768,0.64937,0.70488,1.26887,1.01926,0.00473376,0.00473376,0.00473376
151,229.82,0.60431,0.61587,0.91311,0.75636,0.72495,0.79768,0.64937,0.70488,1.26887,1.01926,0.00473024,0.00473024,0.00473024
152,231.142,0.61901,0.61666,0.907,0.75935,0.74695,0.81092,0.66393,0.71304,1.03941,1.01946,0.0047267,0.0047267,0.0047267
153,232.488,0.64604,0.70162,0.95446,0.75935,0.74695,0.81092,0.66393,0.71304,1.03941,1.01946,0.00472314,0.00472314,0.00472314
154,233.83,0.5822,0.60406,0.91085,0.8321,0.74419,0.84598,0.69632,0.67595,0.94588,1.00517,0.00471955,0.00471955,0.00471955
155,235.204,0.64093,0.6444,0.95753,0.8321,0.74419,0.84598,0.69632,0.67595,0.94588,1.00517,0.00471595,0.00471595,0.00471595
156,236.892,0.61631,0.58336,0.90834,0.83843,0.78462,0.85678,0.69893,0.6983,0.98283,1.02266,0.00471232,0.00471232,0.00471232
157,238.195,0.57593,0.59945,0.91973,0.83843,0.78462,0.85678,0.69893,0.6983,0.98283,1.02266,0.00470867,0.00470867,0.00470867
158,239.584,0.5671,0.6065,0.91024,0.79933,0.69967,0.84524,0.68422,0.74017,1.06637,1.02549,0.004705,0.004705,0.004705
159,240.941,0.58879,0.56891,0.89078,0.79933,0.69967,0.84524,0.68422,0.74017,1.06637,1.02549,0.00470131,0.00470131,0.00470131
160,242.298,0.59117,0.63871,0.92481,0.78588,0.70369,0.83586,0.70048,0.71407,1.06996,1.00811,0.00469759,0.00469759,0.00469759
161,243.68,0.60224,0.62361,0.90345,0.78588,0.70369,0.83586,0.70048,0.71407,1.06996,1.00811,0.00469386,0.00469386,0.00469386
162,244.999,0.65062,0.69668,0.98176,0.87446,0.72029,0.85709,0.71116,0.68774,1.00015,0.99272,0.0046901,0.0046901,0.0046901
163,246.371,0.62406,0.6405,0.91315,0.87446,0.72029,0.85709,0.71116,0.68774,1.00015,0.99272,0.00468632,0.00468632,0.00468632
164,247.711,0.5871,0.57883,0.92773,0.82126,0.78148,0.87139,0.71121,0.70637,0.96853,1.00095,0.00468253,0.00468253,0.00468253
165,249.269,0.57129,0.58766,0.91627,0.82126,0.78148,0.87139,0.71121,0.70637,0.96853,1.00095,0.0046787,0.0046787,0.0046787
166,250.928,0.56698,0.55896,0.90801,0.8024,0.79571,0.8735,0.69872,0.76308,0.94778,1.02407,0.00467486,0.00467486,0.00467486
167,252.319,0.57384,0.56738,0.8716,0.8024,0.79571,0.8735,0.69872,0.76308,0.94778,1.02407,0.004671,0.004671,0.004671
168,253.719,0.60018,0.59958,0.92616,0.82954,0.73967,0.86667,0.70518,0.72617,0.91779,1.00628,0.00466712,0.00466712,0.00466712
169,254.995,0.53997,0.58786,0.89877,0.82954,0.73967,0.86667,0.70518,0.72617,0.91779,1.00628,0.00466321,0.00466321,0.00466321
170,256.383,0.50771,0.5483,0.87904,0.75818,0.82132,0.8658,0.71894,0.64177,0.91023,0.9747,0.00465928,0.00465928,0.00465928
171,257.926,0.573,0.6046,0.91117,0.75818,0.82132,0.8658,0.71894,0.64177,0.91023,0.9747,0.00465534,0.00465534,0.00465534
172,259.522,0.57092,0.59083,0.89822,0.77719,0.81495,0.87095,0.73179,0.64162,0.94539,0.97243,0.00465137,0.00465137,0.00465137
173,261.345,0.55923,0.6043,0.91298,0.77719,0.81495,0.87095,0.73179,0.64162,0.94539,0.97243,0.00464738,0.00464738,0.00464738
174,262.931,0.55111,0.56183,0.90166,0.8206,0.79931,0.87468,0.73227,0.64699,0.86597,0.97494,0.00464337,0.00464337,0.00464337
175,264.451,0.55529,0.55418,0.89917,0.8206,0.79931,0.87468,0.73227,0.64699,0.86597,0.97494,0.00463934,0.00463934,0.00463934
176,266.04,0.55885,0.56185,0.89149,0.76852,0.81074,0.86855,0.73886,0.63434,0.91948,0.98653,0.00463528,0.00463528,0.00463528
177,267.61,0.60638,0.58815,0.94768,0.76852,0.81074,0.86855,0.73886,0.63434,0.91948,0.98653,0.00463121,0.00463121,0.00463121
178,269.121,0.55436,0.54239,0.91041,0.77145,0.74385,0.83233,0.70624,0.66495,1.04797,0.99765,0.00462712,0.00462712,0.00462712
179,270.564,0.5361,0.56135,0.91701,0.77145,0.74385,0.83233,0.70624,0.66495,1.04797,0.99765,0.004623,0.004623,0.004623
180,271.923,0.53619,0.58132,0.90947,0.79159,0.71071,0.8207,0.69126,0.64825,1.0327,0.98377,0.00461887,0.00461887,0.00461887
181,273.299,0.57907,0.61527,0.94303,0.79159,0.71071,0.8207,0.69126,0.64825,1.0327,0.98377,0.00461471,0.00461471,0.00461471
182,274.718,0.58152,0.62987,0.90653,0.80405,0.73927,0.83606,0.70825,0.63557,0.96894,0.97323,0.00461054,0.00461054,0.00461054
183,276.085,0.5444,0.55936,0.90756,0.80405,0.73927,0.83606,0.70825,0.63557,0.96894,0.97323,0.00460634,0.00460634,0.00460634
